Loss Function,Algorithm,Dataset Length,Dataset Width,Subset Length,Computation Time,Loss
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.0020389999262988567,0.8191074190199039
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0017407089471817017,2.0654093958171322
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.02771620894782245,-299.65979472606847
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.002430667169392109,-299.00754895332716
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.002361166989430785,-297.9116810109643
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.008295666892081499,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.001383249880746007,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.001378459157422185,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.012390709016472101,0.24758675146064624
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.0016925828531384468,1.2232145139891828
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0016494160518050194,2.030249595487708
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.02605849993415177,-299.5189258727069
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.002416792092844844,-298.99713794521915
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.002359416801482439,-297.8415893348494
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.008308000164106488,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.0014052498154342175,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.0013984160032123327,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.014916250016540289,0.3871368505995467
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.0016833748668432236,1.1761905871787248
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0016856661532074213,1.9979952491214854
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.025435624876990914,-299.4706936240189
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.00244374992325902,-299.06109550100206
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.002388125052675605,-297.896115500168
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,40,0.006652875104919076,-400.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,40,0.001786292064934969,-400.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,40,0.0014993748627603054,-400.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,40,0.012041541980579495,0.26919890091285437
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,40,0.0017182910814881325,0.513190538944797
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,40,0.0016975831240415573,1.0267866040668423
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,40,0.024969750083982944,-399.8342487821215
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,40,0.0027734169270843267,-399.5124775972132
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,40,0.0029449588619172573,-399.0010760641293
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,40,0.006636209087446332,-400.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,40,0.0015614170115441084,-400.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,40,0.0015390419866889715,-400.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,40,0.01053608302026987,0.2385352395193907
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,40,0.0017250829841941595,0.3394435333955208
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,40,0.0016664580907672644,0.9588624593748306
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,40,0.016568291001021862,-399.825179742306
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,40,0.0027472919318825006,-399.4485202616095
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,40,0.0025368749629706144,-398.9520755027018
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,40,0.006485708989202976,-400.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,40,0.0015648750122636557,-400.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,40,0.0017391671426594257,-400.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,40,0.009618374984711409,0.21852581708341212
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,40,0.0017528340686112642,0.45625082230938485
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,40,0.001716917147859931,1.0370586107245214
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,40,0.022920208051800728,-399.78340196991877
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,40,0.002506125019863248,-399.63534340415106
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,40,0.0025290001649409533,-398.88850226387314
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,40,0.006324209040030837,-400.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,40,0.001523749902844429,-400.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,40,0.0014759160112589598,-400.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,40,0.009646791033446789,0.31733932264786757
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,40,0.001663832925260067,0.5824853209978693
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,40,0.001653625164180994,1.0549493837796227
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,40,0.016876959009096026,-399.78040382865254
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,40,0.0025542080402374268,-399.5341760059545
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,40,0.0027591250836849213,-399.0345798549054
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,40,0.006458458956331015,-400.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,40,0.0015700410585850477,-400.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,40,0.0014978330582380295,-400.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,40,0.0113281668163836,0.3292330353954962
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,40,0.0017076251097023487,0.49875340737959784
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,40,0.0016837918665260077,1.0592299468675153
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,40,0.018149540992453694,-399.68685897596214
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,40,0.0025072081480175257,-399.5560239022661
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,40,0.0025792079977691174,-398.98807618677813
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.00811362499371171,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0014528750907629728,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0013884578365832567,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.012831124942749739,1.2428955980848988
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016203750856220722,2.9560778419226055
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016158339567482471,3.9143715858068506
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.021102084079757333,-199.2802705636163
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0022759579587727785,-197.85520053739126
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.002322582993656397,-196.17075351303552
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.0071409998927265406,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013490831479430199,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012785838916897774,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.012679124949499965,0.9178667047193514
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016268340405076742,1.6434757506182898
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016127501148730516,3.87961730884305
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.02013037516735494,-199.1631116416674
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.002249541226774454,-197.75092290010997
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022922910284250975,-196.0527652625632
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007118042092770338,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013353340327739716,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012876668479293585,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013282875064760447,0.9384007872334119
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016197909135371447,1.9788599514871223
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016250410117208958,3.855577581381784
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.021280291955918074,-199.12057403310774
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.002211707876995206,-198.23701247169802
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022812089882791042,-196.11946249074936
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.00717891613021493,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013286659959703684,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.001335417153313756,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.01312537514604628,0.8337922413097201
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.001638040877878666,1.9002325265518425
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016241248231381178,3.8593977572773746
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.02117412514053285,-199.08440989718514
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0025666248984634876,-197.95009010111045
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022997078485786915,-196.24245361716459
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.00791729218326509,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013572091702371836,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.001296791946515441,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013125000055879354,0.9427865260141668
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016441668849438429,1.4777820098309964
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016976669430732727,3.8264080619509855
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.02132620895281434,-199.0117357260965
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0022511249408125877,-197.53911290016384
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022183749824762344,-196.28917937730455
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.00835800007916987,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.0013917500618845224,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.0013922089710831642,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.013469208031892776,0.48995293300770815
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.0016517499461770058,1.1074777051279794
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0016349998768419027,2.177381954573416
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.02674991707317531,-299.4874950530165
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.0023558330722153187,-298.9138959203201
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.002390041947364807,-297.91733186872364
